product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency
Prod054,Cus024,Mark011,2020-05-11,1,153,"INR"
Prod054,Cus020,Mark011,2020-05-11,15,3282,"INR"
Prod054,Cus026,Mark011,2020-05-11,1,102,"INR"
Prod054,Cus021,Mark011,2020-05-11,6,1458,"INR"
Prod054,Cus038,Mark007,2020-05-11,1,0,"INR"
Prod054,Cus002,Mark007,2020-05-11,1,231,"INR"
Prod054,Cus035,Mark007,2020-05-11,1,208,"INR"
Prod054,Cus012,Mark007,2020-05-11,2,454,"INR"
Prod054,Cus017,Mark011,2020-05-12,24,6889,"INR"
Prod054,Cus019,Mark011,2020-05-12,4,917,"INR"
Prod054,Cus024,Mark011,2020-05-12,12,2454,"INR"
Prod054,Cus020,Mark011,2020-05-12,3,681,"INR"
Prod054,Cus022,Mark011,2020-05-12,1,176,"INR"
Prod054,Cus037,Mark007,2020-05-12,4,1824,"INR"
Prod054,Cus002,Mark007,2020-05-12,1,231,"INR"
Prod054,Cus035,Mark007,2020-05-12,1,106,"INR"
Prod054,Cus019,Mark011,2020-05-13,2,560,"INR"
Prod054,Cus023,Mark011,2020-05-13,12,3630,"INR"
Prod054,Cus020,Mark011,2020-05-13,2,421,"INR"
Prod054,Cus022,Mark011,2020-05-13,1,176,"INR"
Prod054,Cus036,Mark007,2020-05-13,5,1269,"INR"
Prod054,Cus037,Mark007,2020-05-13,1,282,"INR"
Prod054,Cus019,Mark011,2020-05-14,5,1069,"INR"
Prod054,Cus024,Mark011,2020-05-14,6,1694,"INR"
Prod054,Cus022,Mark011,2020-05-14,1,157,"INR"
Prod054,Cus002,Mark007,2020-05-14,1,231,"INR"
Prod054,Cus035,Mark007,2020-05-14,1,106,"INR"
Prod054,Cus015,Mark007,2020-05-14,4,1356,"INR"
Prod054,Cus017,Mark011,2020-05-15,7,1833,"INR"
Prod054,Cus024,Mark011,2020-05-15,54,12398,"INR"
Prod054,Cus021,Mark011,2020-05-15,24,6574,"INR"
Prod054,Cus029,Mark011,2020-05-15,3,727,"INR"
Prod054,Cus037,Mark007,2020-05-15,2,981,"INR"
Prod054,Cus002,Mark007,2020-05-15,2,694,"INR"
Prod054,Cus019,Mark011,2020-05-18,2,380,"INR"
Prod054,Cus020,Mark011,2020-05-18,4,931,"INR"
Prod054,Cus021,Mark011,2020-05-18,104,26384,"INR"
Prod054,Cus002,Mark007,2020-05-18,1,116,"INR"
Prod054,Cus019,Mark011,2020-05-19,21,5944,"INR"
Prod054,Cus020,Mark011,2020-05-19,5,1282,"INR"
Prod054,Cus037,Mark007,2020-05-19,5,2102,"INR"
Prod054,Cus002,Mark007,2020-05-19,3,1157,"INR"
Prod054,Cus015,Mark007,2020-05-19,3,1019,"INR"
Prod054,Cus012,Mark007,2020-05-19,1,227,"INR"
Prod054,Cus017,Mark011,2020-05-20,6,1782,"INR"
Prod054,Cus019,Mark011,2020-05-20,5,1139,"INR"
Prod054,Cus024,Mark011,2020-05-20,8,1579,"INR"
Prod054,Cus020,Mark011,2020-05-20,4,1019,"INR"
Prod054,Cus026,Mark011,2020-05-20,1,310,"INR"
Prod054,Cus021,Mark011,2020-05-20,84,18181,"INR"
Prod054,Cus022,Mark011,2020-05-20,1,157,"INR"
Prod054,Cus036,Mark007,2020-05-20,9,1810,"INR"
Prod054,Cus037,Mark007,2020-05-20,1,282,"INR"
Prod054,Cus019,Mark011,2020-05-21,2,458,"INR"
Prod054,Cus020,Mark011,2020-05-21,1,167,"INR"
Prod054,Cus026,Mark011,2020-05-21,1,102,"INR"
Prod054,Cus021,Mark011,2020-05-21,30,10370,"INR"
Prod054,Cus037,Mark007,2020-05-21,1,431,"INR"
Prod054,Cus002,Mark007,2020-05-21,4,1273,"INR"
Prod054,Cus035,Mark007,2020-05-21,1,106,"INR"
Prod054,Cus024,Mark011,2020-05-22,5,1069,"INR"
Prod054,Cus020,Mark011,2020-05-22,33,7954,"INR"
Prod054,Cus026,Mark011,2020-05-22,1,208,"INR"
Prod054,Cus021,Mark011,2020-05-22,19,5167,"INR"
Prod054,Cus036,Mark007,2020-05-22,1,69,"INR"
Prod054,Cus016,Mark007,2020-05-22,3,1019,"INR"
Prod054,Cus037,Mark007,2020-05-22,3,1269,"INR"
Prod054,Cus002,Mark007,2020-05-22,15,5208,"INR"
Prod054,Cus017,Mark011,2020-05-25,9,2537,"INR"
Prod054,Cus019,Mark011,2020-05-25,13,3301,"INR"
Prod054,Cus024,Mark011,2020-05-25,2,477,"INR"
Prod054,Cus018,Mark011,2020-05-25,1,338,"INR"
Prod054,Cus020,Mark011,2020-05-25,4,931,"INR"
Prod054,Cus021,Mark011,2020-05-25,48,12477,"INR"
Prod054,Cus029,Mark011,2020-05-25,7,1481,"INR"
Prod054,Cus002,Mark007,2020-05-25,5,1620,"INR"
Prod054,Cus012,Mark007,2020-05-25,1,74,"INR"
Prod054,Cus017,Mark011,2020-05-26,2,532,"INR"
Prod054,Cus019,Mark011,2020-05-26,3,611,"INR"
Prod054,Cus024,Mark011,2020-05-26,1,213,"INR"
Prod054,Cus020,Mark011,2020-05-26,9,2213,"INR"
Prod054,Cus021,Mark011,2020-05-26,84,18181,"INR"
Prod054,Cus017,Mark007,2020-05-26,40,7329,"INR"
Prod054,Cus002,Mark007,2020-05-26,19,6481,"INR"
Prod054,Cus015,Mark007,2020-05-26,6,2037,"INR"
Prod054,Cus027,Mark012,2020-05-27,252,32759,"INR"
Prod054,Cus017,Mark011,2020-05-27,7,1995,"INR"
Prod054,Cus019,Mark011,2020-05-27,7,1593,"INR"
Prod054,Cus023,Mark011,2020-05-27,12,3889,"INR"
Prod054,Cus020,Mark011,2020-05-27,1,171,"INR"
Prod054,Cus021,Mark011,2020-05-27,6,1532,"INR"
Prod054,Cus036,Mark007,2020-05-27,6,1185,"INR"
Prod054,Cus037,Mark007,2020-05-27,1,139,"INR"
Prod054,Cus035,Mark007,2020-05-27,1,106,"INR"
Prod054,Cus017,Mark011,2020-05-28,12,3144,"INR"
Prod054,Cus019,Mark011,2020-05-28,6,1370,"INR"
Prod054,Cus023,Mark011,2020-05-28,1,194,"INR"
Prod054,Cus024,Mark011,2020-05-28,36,7361,"INR"
Prod054,Cus020,Mark011,2020-05-28,26,7829,"INR"
Prod054,Cus021,Mark011,2020-05-28,33,8116,"INR"
Prod054,Cus037,Mark007,2020-05-28,4,1824,"INR"
Prod054,Cus002,Mark007,2020-05-28,6,1968,"INR"
Prod054,Cus035,Mark007,2020-05-28,1,106,"INR"
Prod054,Cus019,Mark011,2020-05-29,81,15097,"INR"
Prod054,Cus024,Mark011,2020-05-29,6,1347,"INR"
Prod054,Cus018,Mark011,2020-05-29,1,171,"INR"
Prod054,Cus020,Mark011,2020-05-29,15,3745,"INR"
Prod054,Cus026,Mark011,2020-05-29,1,102,"INR"
Prod054,Cus021,Mark011,2020-05-29,18,4866,"INR"
Prod054,Cus036,Mark007,2020-05-29,1,69,"INR"
Prod054,Cus037,Mark007,2020-05-29,2,699,"INR"
Prod054,Cus002,Mark007,2020-05-29,20,6829,"INR"
Prod054,Cus024,Mark011,2020-06-01,6,1444,"INR"
Prod054,Cus020,Mark011,2020-06-01,3,676,"INR"
Prod054,Cus022,Mark011,2020-06-01,1,347,"INR"
Prod054,Cus002,Mark007,2020-06-01,4,1389,"INR"
Prod054,Cus012,Mark007,2020-06-01,1,301,"INR"
Prod054,Cus020,Mark011,2020-06-02,1,171,"INR"
Prod054,Cus037,Mark007,2020-06-02,4,1824,"INR"
Prod054,Cus002,Mark007,2020-06-02,3,1157,"INR"
Prod054,Cus017,Mark011,2020-06-03,15,4176,"INR"
Prod054,Cus019,Mark011,2020-06-03,5,1801,"INR"
Prod054,Cus020,Mark011,2020-06-03,19,5120,"INR"
Prod054,Cus022,Mark011,2020-06-03,1,213,"INR"
Prod054,Cus036,Mark007,2020-06-03,8,1602,"INR"
Prod054,Cus037,Mark007,2020-06-03,1,421,"INR"
Prod054,Cus035,Mark007,2020-06-03,1,106,"INR"
Prod054,Cus017,Mark011,2020-06-04,23,6056,"INR"
Prod054,Cus019,Mark011,2020-06-04,30,8926,"INR"
Prod054,Cus024,Mark011,2020-06-04,9,2185,"INR"
Prod054,Cus025,Mark011,2020-06-04,12,2681,"INR"
Prod054,Cus026,Mark011,2020-06-04,1,407,"INR"
Prod054,Cus037,Mark007,2020-06-04,1,287,"INR"
Prod054,Cus002,Mark007,2020-06-04,5,1620,"INR"
Prod054,Cus017,Mark011,2020-06-05,3,810,"INR"
Prod054,Cus019,Mark011,2020-06-05,3,898,"INR"
Prod054,Cus023,Mark011,2020-06-05,12,3630,"INR"
Prod054,Cus024,Mark011,2020-06-05,2,324,"INR"
Prod054,Cus020,Mark011,2020-06-05,9,2370,"INR"
Prod054,Cus037,Mark007,2020-06-05,3,1264,"INR"
Prod054,Cus002,Mark007,2020-06-05,8,2778,"INR"
Prod054,Cus017,Mark011,2020-06-08,1,449,"INR"
Prod054,Cus019,Mark011,2020-06-08,21,6120,"INR"
Prod054,Cus023,Mark011,2020-06-08,4,986,"INR"
Prod054,Cus024,Mark011,2020-06-08,11,2782,"INR"
Prod054,Cus018,Mark011,2020-06-08,1,255,"INR"
Prod054,Cus020,Mark011,2020-06-08,15,3829,"INR"
Prod054,Cus021,Mark011,2020-06-08,30,7162,"INR"
Prod054,Cus022,Mark011,2020-06-08,3,727,"INR"
Prod054,Cus002,Mark007,2020-06-08,1,231,"INR"
Prod054,Cus015,Mark007,2020-06-08,2,565,"INR"
Prod054,Cus012,Mark007,2020-06-08,9,2042,"INR"
Prod054,Cus027,Mark012,2020-06-09,36,4681,"INR"
Prod054,Cus020,Mark011,2020-06-09,4,940,"INR"
Prod054,Cus037,Mark007,2020-06-09,1,560,"INR"
Prod054,Cus002,Mark007,2020-06-09,3,1157,"INR"
Prod054,Cus017,Mark011,2020-06-10,2,435,"INR"
Prod054,Cus019,Mark011,2020-06-10,20,5231,"INR"
Prod054,Cus021,Mark011,2020-06-10,12,2833,"INR"
Prod054,Cus022,Mark011,2020-06-10,4,815,"INR"
Prod054,Cus022,Mark011,2020-06-10,1,213,"INR"
Prod054,Cus036,Mark007,2020-06-10,13,2648,"INR"
Prod054,Cus037,Mark007,2020-06-10,1,565,"INR"
Prod054,Cus035,Mark007,2020-06-10,1,315,"INR"
Prod054,Cus017,Mark011,2020-06-11,24,6815,"INR"
Prod054,Cus019,Mark011,2020-06-11,14,3889,"INR"
Prod054,Cus024,Mark011,2020-06-11,2,495,"INR"
Prod054,Cus020,Mark011,2020-06-11,3,676,"INR"
Prod054,Cus021,Mark011,2020-06-11,24,6644,"INR"
Prod054,Cus002,Mark007,2020-06-11,1,116,"INR"
Prod054,Cus017,Mark011,2020-06-12,18,4773,"INR"
Prod054,Cus019,Mark011,2020-06-12,14,3204,"INR"
Prod054,Cus024,Mark011,2020-06-12,24,5495,"INR"
Prod054,Cus020,Mark011,2020-06-12,6,1532,"INR"
Prod054,Cus026,Mark011,2020-06-12,1,102,"INR"
Prod054,Cus021,Mark011,2020-06-12,102,23042,"INR"
Prod054,Cus037,Mark007,2020-06-12,4,1546,"INR"
Prod054,Cus002,Mark007,2020-06-12,1,463,"INR"
Prod054,Cus015,Mark007,2020-06-12,3,903,"INR"
Prod054,Cus017,Mark011,2020-06-15,6,1569,"INR"
Prod054,Cus019,Mark011,2020-06-15,7,1574,"INR"
Prod054,Cus020,Mark011,2020-06-15,2,426,"INR"
Prod054,Cus022,Mark011,2020-06-15,1,106,"INR"
Prod054,Cus002,Mark007,2020-06-15,1,116,"INR"
Prod054,Cus017,Mark011,2020-06-16,6,1648,"INR"
Prod054,Cus019,Mark011,2020-06-16,14,3750,"INR"
Prod054,Cus020,Mark011,2020-06-16,6,1444,"INR"
Prod054,Cus021,Mark011,2020-06-16,60,14718,"INR"
Prod054,Cus029,Mark011,2020-06-16,3,718,"INR"
Prod054,Cus037,Mark007,2020-06-16,5,2102,"INR"
Prod054,Cus002,Mark007,2020-06-16,1,347,"INR"
Prod054,Cus035,Mark007,2020-06-16,1,208,"INR"
Prod054,Cus017,Mark011,2020-06-17,12,3296,"INR"
Prod054,Cus019,Mark011,2020-06-17,4,958,"INR"
Prod054,Cus020,Mark011,2020-06-17,10,2556,"INR"
Prod054,Cus026,Mark011,2020-06-17,2,509,"INR"
Prod054,Cus021,Mark011,2020-06-17,24,5657,"INR"
Prod054,Cus017,Mark007,2020-06-17,3,491,"INR"
Prod054,Cus037,Mark007,2020-06-17,1,421,"INR"
Prod054,Cus017,Mark011,2020-06-18,12,3037,"INR"
Prod054,Cus019,Mark011,2020-06-18,7,1593,"INR"
Prod054,Cus023,Mark011,2020-06-18,1,259,"INR"
Prod054,Cus024,Mark011,2020-06-18,11,2583,"INR"
Prod054,Cus026,Mark011,2020-06-18,1,204,"INR"
Prod054,Cus021,Mark011,2020-06-18,12,3181,"INR"
Prod054,Cus022,Mark011,2020-06-18,1,213,"INR"
Prod054,Cus017,Mark011,2020-06-19,4,1083,"INR"
Prod054,Cus019,Mark011,2020-06-19,8,2074,"INR"
Prod054,Cus024,Mark011,2020-06-19,9,2250,"INR"
Prod054,Cus020,Mark011,2020-06-19,1,343,"INR"
Prod054,Cus026,Mark011,2020-06-19,1,204,"INR"
Prod054,Cus021,Mark011,2020-06-19,41,10648,"INR"
Prod054,Cus022,Mark011,2020-06-19,1,241,"INR"
Prod054,Cus029,Mark011,2020-06-19,2,458,"INR"
Prod054,Cus019,Mark011,2020-06-22,39,10722,"INR"
Prod054,Cus024,Mark011,2020-06-22,13,2944,"INR"
Prod054,Cus020,Mark011,2020-06-22,15,3824,"INR"
Prod054,Cus021,Mark011,2020-06-22,24,8343,"INR"
Prod054,Cus022,Mark011,2020-06-22,1,120,"INR"
Prod054,Cus020,Mark011,2020-06-23,3,681,"INR"
Prod054,Cus021,Mark011,2020-06-23,6,1593,"INR"
Prod054,Cus017,Mark011,2020-06-24,6,1731,"INR"
Prod054,Cus022,Mark011,2020-06-24,1,120,"INR"
Prod055,Cus031,Mark011,2020-03-02,12,3824,"INR"
Prod055,Cus019,Mark011,2020-03-05,24,5602,"INR"
Prod055,Cus023,Mark011,2020-03-05,1,315,"INR"
Prod055,Cus022,Mark011,2020-03-05,3,0,"INR"
Prod055,Cus026,Mark011,2020-03-06,1,194,"INR"
Prod055,Cus019,Mark011,2020-03-09,1,102,"INR"
Prod055,Cus021,Mark011,2020-03-09,30,8199,"INR"
Prod055,Cus032,Mark011,2020-03-10,2,870,"INR"
Prod055,Cus020,Mark011,2020-03-12,2,500,"INR"
Prod055,Cus024,Mark011,2020-03-13,6,1671,"INR"
Prod055,Cus020,Mark011,2020-03-13,1,301,"INR"
Prod055,Cus026,Mark011,2020-03-13,1,97,"INR"
Prod055,Cus019,Mark011,2020-03-16,1,208,"INR"
Prod055,Cus020,Mark011,2020-03-16,2,699,"INR"
Prod055,Cus021,Mark011,2020-03-16,114,29204,"INR"
Prod055,Cus017,Mark011,2020-03-17,2,583,"INR"
Prod055,Cus017,Mark011,2020-03-18,8,2269,"INR"
Prod055,Cus019,Mark011,2020-03-18,3,1005,"INR"
Prod055,Cus020,Mark011,2020-03-18,1,301,"INR"
Prod055,Cus026,Mark011,2020-03-18,1,97,"INR"
Prod055,Cus032,Mark011,2020-03-18,1,144,"INR"
Prod055,Cus021,Mark011,2020-03-18,6,1616,"INR"
Prod055,Cus017,Mark011,2020-03-19,3,755,"INR"
Prod055,Cus019,Mark011,2020-03-19,1,310,"INR"
Prod055,Cus024,Mark011,2020-03-19,1,88,"INR"
Prod055,Cus020,Mark011,2020-03-19,1,185,"INR"
Prod055,Cus021,Mark011,2020-03-19,18,5144,"INR"
Prod055,Cus019,Mark011,2020-03-20,1,412,"INR"
Prod055,Cus024,Mark011,2020-03-20,5,1319,"INR"
Prod055,Cus020,Mark011,2020-03-20,1,301,"INR"
Prod055,Cus018,Mark011,2020-03-23,3,755,"INR"
Prod055,Cus019,Mark011,2020-03-24,1,412,"INR"
Prod055,Cus021,Mark011,2020-03-25,36,8935,"INR"
Prod055,Cus020,Mark011,2020-03-26,1,199,"INR"
Prod055,Cus031,Mark011,2020-03-26,12,4551,"INR"
Prod055,Cus020,Mark011,2020-03-27,1,185,"INR"
Prod055,Cus022,Mark011,2020-03-27,3,569,"INR"
Prod055,Cus017,Mark011,2020-03-30,27,7634,"INR"
Prod055,Cus032,Mark011,2020-03-30,1,292,"INR"
Prod055,Cus019,Mark011,2020-03-31,5,1431,"INR"
Prod055,Cus032,Mark011,2020-03-31,6,2472,"INR"
Prod055,Cus021,Mark011,2020-03-31,18,4940,"INR"
Prod055,Cus019,Mark011,2020-04-01,4,1292,"INR"
Prod055,Cus023,Mark011,2020-04-01,1,375,"INR"
Prod055,Cus024,Mark011,2020-04-01,6,1551,"INR"
Prod055,Cus021,Mark011,2020-04-01,12,3231,"INR"
Prod055,Cus020,Mark011,2020-04-02,1,102,"INR"
Prod055,Cus021,Mark011,2020-04-02,12,3454,"INR"
Prod055,Cus020,Mark011,2020-04-03,2,486,"INR"
Prod055,Cus021,Mark011,2020-04-03,12,2935,"INR"
Prod055,Cus020,Mark011,2020-04-07,2,500,"INR"
Prod055,Cus032,Mark011,2020-04-07,8,3343,"INR"
Prod055,Cus020,Mark011,2020-04-08,1,199,"INR"
Prod055,Cus021,Mark011,2020-04-08,24,6153,"INR"
Prod055,Cus019,Mark011,2020-04-09,1,417,"INR"
Prod055,Cus024,Mark011,2020-04-09,5,1319,"INR"
Prod055,Cus020,Mark011,2020-04-10,2,657,"INR"
Prod055,Cus019,Mark011,2020-04-14,1,208,"INR"
Prod055,Cus032,Mark011,2020-04-14,1,144,"INR"
Prod055,Cus019,Mark011,2020-04-15,1,102,"INR"
Prod055,Cus021,Mark011,2020-04-15,42,11301,"INR"
Prod055,Cus017,Mark011,2020-04-16,6,1421,"INR"
Prod055,Cus019,Mark011,2020-04-16,1,204,"INR"
Prod055,Cus032,Mark011,2020-04-16,12,5088,"INR"
Prod055,Cus017,Mark011,2020-04-17,6,1421,"INR"
Prod055,Cus019,Mark011,2020-04-21,1,102,"INR"
Prod055,Cus020,Mark011,2020-04-21,1,102,"INR"
Prod055,Cus019,Mark011,2020-04-22,1,102,"INR"
Prod055,Cus024,Mark011,2020-04-22,6,1579,"INR"
Prod055,Cus032,Mark011,2020-04-22,1,144,"INR"
Prod055,Cus019,Mark011,2020-04-23,4,1213,"INR"
Prod055,Cus033,Mark011,2020-04-23,30,8162,"INR"
Prod055,Cus024,Mark011,2020-04-23,1,245,"INR"
Prod055,Cus020,Mark011,2020-04-23,1,199,"INR"
Prod055,Cus019,Mark011,2020-04-24,1,102,"INR"
Prod055,Cus024,Mark011,2020-04-24,9,2495,"INR"
Prod055,Cus020,Mark011,2020-04-27,1,375,"INR"
Prod055,Cus032,Mark011,2020-04-27,1,144,"INR"
Prod055,Cus029,Mark011,2020-04-27,5,903,"INR"
Prod055,Cus020,Mark011,2020-04-28,2,602,"INR"
Prod055,Cus032,Mark011,2020-04-28,3,1310,"INR"
Prod055,Cus031,Mark011,2020-04-28,12,4551,"INR"
Prod055,Cus017,Mark011,2020-04-29,3,940,"INR"
Prod055,Cus020,Mark011,2020-04-29,1,199,"INR"
Prod055,Cus019,Mark011,2020-04-30,1,102,"INR"
Prod055,Cus020,Mark011,2020-05-04,1,185,"INR"
Prod055,Cus019,Mark011,2020-05-05,1,102,"INR"
Prod055,Cus020,Mark011,2020-05-05,1,301,"INR"
Prod055,Cus017,Mark011,2020-05-06,1,93,"INR"
Prod055,Cus019,Mark011,2020-05-06,2,495,"INR"
Prod055,Cus020,Mark011,2020-05-06,1,301,"INR"
Prod055,Cus032,Mark011,2020-05-06,21,9157,"INR"
Prod055,Cus017,Mark011,2020-05-07,7,1519,"INR"
Prod055,Cus019,Mark011,2020-05-07,6,1597,"INR"
Prod055,Cus032,Mark011,2020-05-07,5,2324,"INR"
Prod055,Cus031,Mark011,2020-05-07,12,4551,"INR"
Prod055,Cus017,Mark011,2020-05-08,7,1884,"INR"
Prod055,Cus017,Mark011,2020-05-11,2,481,"INR"
Prod055,Cus019,Mark011,2020-05-11,8,1866,"INR"
Prod055,Cus020,Mark011,2020-05-12,1,199,"INR"
Prod055,Cus020,Mark011,2020-05-13,1,301,"INR"
Prod055,Cus021,Mark011,2020-05-13,6,1616,"INR"
Prod055,Cus017,Mark011,2020-05-14,20,5060,"INR"
Prod055,Cus031,Mark011,2020-05-14,6,1912,"INR"
Prod055,Cus017,Mark011,2020-05-15,5,1380,"INR"
Prod055,Cus020,Mark011,2020-05-15,1,375,"INR"
Prod055,Cus020,Mark011,2020-05-18,1,199,"INR"
Prod055,Cus019,Mark011,2020-05-19,3,736,"INR"
Prod055,Cus017,Mark011,2020-05-20,1,93,"INR"
Prod055,Cus024,Mark011,2020-05-20,9,2495,"INR"
Prod055,Cus020,Mark011,2020-05-20,1,403,"INR"
Prod055,Cus026,Mark011,2020-05-20,1,97,"INR"
Prod055,Cus031,Mark011,2020-05-20,12,3824,"INR"
Prod055,Cus019,Mark011,2020-05-21,1,102,"INR"
Prod055,Cus020,Mark011,2020-05-22,1,403,"INR"
Prod055,Cus031,Mark011,2020-05-22,92,29315,"INR"
Prod055,Cus017,Mark011,2020-05-25,2,505,"INR"
Prod055,Cus019,Mark011,2020-05-25,2,519,"INR"
Prod055,Cus020,Mark011,2020-05-25,1,199,"INR"
Prod055,Cus031,Mark011,2020-05-25,54,17208,"INR"
Prod055,Cus017,Mark011,2020-05-26,6,1708,"INR"
Prod055,Cus021,Mark011,2020-05-26,30,7639,"INR"
Prod055,Cus020,Mark011,2020-05-27,1,301,"INR"
Prod055,Cus017,Mark011,2020-05-28,3,759,"INR"
Prod055,Cus019,Mark011,2020-05-28,1,102,"INR"
Prod055,Cus020,Mark011,2020-05-28,1,199,"INR"
Prod055,Cus021,Mark011,2020-05-28,23,6259,"INR"
Prod055,Cus019,Mark011,2020-05-29,20,4588,"INR"
Prod055,Cus024,Mark011,2020-05-29,6,1463,"INR"
Prod055,Cus018,Mark011,2020-05-29,1,83,"INR"
Prod055,Cus020,Mark011,2020-05-29,1,93,"INR"
Prod055,Cus020,Mark011,2020-06-01,1,199,"INR"
Prod055,Cus020,Mark011,2020-06-02,1,199,"INR"
Prod055,Cus019,Mark011,2020-06-03,13,3375,"INR"
Prod055,Cus033,Mark011,2020-06-03,12,3264,"INR"
Prod055,Cus020,Mark011,2020-06-03,1,102,"INR"
Prod055,Cus017,Mark011,2020-06-04,6,1736,"INR"
Prod055,Cus024,Mark011,2020-06-04,5,1250,"INR"
Prod055,Cus020,Mark011,2020-06-05,4,1102,"INR"
Prod055,Cus017,Mark011,2020-06-08,1,190,"INR"
Prod055,Cus019,Mark011,2020-06-08,1,306,"INR"
Prod055,Cus021,Mark011,2020-06-08,12,3231,"INR"
Prod055,Cus019,Mark011,2020-06-09,6,1472,"INR"
Prod055,Cus020,Mark011,2020-06-09,1,102,"INR"
Prod055,Cus019,Mark011,2020-06-10,9,2500,"INR"
Prod055,Cus021,Mark011,2020-06-10,12,3231,"INR"
Prod055,Cus031,Mark011,2020-06-10,36,11472,"INR"
Prod055,Cus019,Mark011,2020-06-11,1,102,"INR"
Prod055,Cus020,Mark011,2020-06-11,2,500,"INR"
Prod055,Cus017,Mark011,2020-06-12,12,2847,"INR"
Prod055,Cus019,Mark011,2020-06-15,12,3245,"INR"
Prod055,Cus024,Mark011,2020-06-15,1,167,"INR"
Prod055,Cus020,Mark011,2020-06-15,1,199,"INR"
Prod055,Cus019,Mark011,2020-06-16,1,102,"INR"
Prod055,Cus020,Mark011,2020-06-16,2,500,"INR"
Prod055,Cus021,Mark011,2020-06-16,12,3435,"INR"
Prod055,Cus026,Mark011,2020-06-17,1,97,"INR"
Prod055,Cus021,Mark011,2020-06-17,36,9343,"INR"
Prod055,Cus031,Mark011,2020-06-17,6,1912,"INR"
Prod055,Cus024,Mark011,2020-06-18,5,1250,"INR"
Prod055,Cus026,Mark011,2020-06-18,1,97,"INR"
Prod055,Cus019,Mark011,2020-06-19,1,407,"INR"
Prod055,Cus020,Mark011,2020-06-19,1,282,"INR"
Prod055,Cus021,Mark011,2020-06-19,6,1727,"INR"
Prod055,Cus029,Mark011,2020-06-19,2,574,"INR"
Prod055,Cus019,Mark011,2020-06-22,3,819,"INR"
Prod055,Cus017,Mark011,2020-06-24,6,1880,"INR"
Prod055,Cus031,Mark011,2020-06-25,42,13384,"INR"
Prod056,Cus024,Mark011,2018-09-10,3,907,"INR"
Prod056,Cus024,Mark011,2018-09-11,30,8273,"INR"
Prod056,Cus019,Mark011,2018-09-12,114,26819,"INR"
Prod056,Cus024,Mark011,2018-09-12,9,2546,"INR"
Prod056,Cus024,Mark011,2018-09-13,37,10454,"INR"
Prod056,Cus021,Mark011,2018-09-13,36,10338,"INR"
Prod056,Cus024,Mark011,2018-09-18,37,10028,"INR"
Prod056,Cus031,Mark006,2018-09-21,1,0,"INR"
Prod056,Cus029,Mark006,2018-09-21,1,0,"INR"
Prod056,Cus017,Mark011,2018-09-28,36,10338,"INR"
Prod056,Cus017,Mark011,2018-10-01,6,1750,"INR"
Prod056,Cus017,Mark011,2018-10-02,6,1833,"INR"
Prod056,Cus018,Mark011,2018-10-02,12,3389,"INR"
Prod056,Cus017,Mark011,2018-10-03,6,1662,"INR"
Prod056,Cus019,Mark011,2018-10-03,18,5588,"INR"
Prod056,Cus017,Mark011,2018-10-04,3,1019,"INR"
Prod056,Cus018,Mark011,2018-10-04,20,5653,"INR"
Prod056,Cus021,Mark011,2018-10-04,56,16245,"INR"
Prod056,Cus031,Mark011,2018-10-04,84,32713,"INR"
Prod056,Cus031,Mark011,2018-10-05,72,28037,"INR"
Prod056,Cus022,Mark011,2018-10-05,12,3676,"INR"
Prod056,Cus019,Mark011,2018-10-08,12,3801,"INR"
Prod056,Cus017,Mark011,2018-10-09,24,6894,"INR"
Prod056,Cus023,Mark011,2018-10-10,6,1801,"INR"
Prod056,Cus024,Mark011,2018-10-10,19,5361,"INR"
Prod056,Cus017,Mark011,2018-10-15,18,4801,"INR"
Prod056,Cus024,Mark011,2018-10-15,30,7708,"INR"
Prod056,Cus031,Mark011,2018-10-17,12,4671,"INR"
Prod056,Cus031,Mark011,2018-10-18,24,9347,"INR"
Prod056,Cus017,Mark011,2018-10-19,3,796,"INR"
Prod056,Cus031,Mark011,2018-10-22,12,4671,"INR"
Prod056,Cus017,Mark011,2018-10-23,7,2213,"INR"
Prod056,Cus031,Mark011,2018-10-23,24,9343,"INR"
Prod056,Cus017,Mark011,2018-10-24,102,28292,"INR"
Prod056,Cus022,Mark011,2018-10-24,1,0,"INR"
Prod056,Cus017,Mark011,2018-10-29,1,204,"INR"
Prod056,Cus019,Mark011,2018-10-29,25,6588,"INR"
Prod056,Cus024,Mark011,2018-10-29,6,1694,"INR"
Prod056,Cus025,Mark011,2018-10-29,64,18009,"INR"
Prod056,Cus019,Mark011,2018-10-31,12,3727,"INR"
Prod056,Cus024,Mark011,2018-10-31,3,856,"INR"
Prod056,Cus021,Mark011,2018-10-31,42,11116,"INR"
Prod056,Cus017,Mark011,2018-11-02,2,463,"INR"
Prod056,Cus020,Mark011,2018-11-02,1,190,"INR"
Prod056,Cus019,Mark011,2018-11-05,12,3222,"INR"
Prod056,Cus024,Mark011,2018-11-05,3,856,"INR"
Prod056,Cus018,Mark011,2018-11-05,6,1611,"INR"
Prod056,Cus017,Mark011,2018-11-06,1,199,"INR"
Prod056,Cus017,Mark011,2018-11-07,29,8329,"INR"
Prod056,Cus019,Mark011,2018-11-07,1,264,"INR"
Prod056,Cus020,Mark011,2018-11-07,5,1537,"INR"
Prod056,Cus021,Mark011,2018-11-07,12,3083,"INR"
